,Image,labels
0,833758612558_1846.png,1
1,357251708376_311.png,1
2,278611994141_2601.png,0
3,985714726449_129.png,1
4,222887373246_1773.png,1
5,110127687078_75.png,1
6,214189042515_3281.png,0
7,683738917842_180.png,1
8,164538165078_1752.png,1
9,301001229493_1284.png,1
10,549733273277_53.png,1
11,662256656405_959.png,1
12,554448876390_107.png,0
13,674347030286_2524.png,0
14,796282255349_381.png,0
15,993023278923_62.png,0
16,612491873091_284.png,1
17,207998127593_3248.png,0
18,668120264286_278.png,1
19,744306592463_299.png,0
20,379555453762_64.png,1
21,950465767867_1787.png,1
22,987270537640_15.png,0
23,254659183021_1243.png,1
24,572780943183_7.png,0
25,989301179886_126.png,0
26,830006002974_104.png,0
27,274833361680_194.png,0
28,764696884251_56.png,0
29,279175507830_173.png,0
30,778608133606_3.png,0
31,129310496531_1624.png,0
32,483656458117_57.png,0
33,654209085758_3286.png,0
34,396095248326_105.png,0
35,789225496091_3005.png,0
36,267413376830_3200.png,1
37,316093686012_2817.png,0
38,650418572368_374.png,0
39,911622016693_2484.png,0
40,608362890899_2883.png,0
41,639539079685_174.png,1
42,110357527251_47.png,0
43,685505912346_3343.png,0
44,601060412790_2797.png,0
45,495723171561_2338.png,1
46,840899031174_41.png,0
47,20884796_118.png,1
48,432977717923_114.png,1
49,357251708376_310.png,0
50,699121420070_268.png,0
51,993023278923_69.png,1
52,394807892737_1540.png,1
53,764846353705_1350.png,1
54,611338952756_1074.png,1
55,668917039223_20.png,0
56,709126837809_796.png,0
57,126758012485_1765.png,1
58,612071010178_53.png,1
59,171508978812_2583.png,1
60,541726984761_56.png,1
61,556987594835_506.png,0
62,268882488964_30.png,0
63,824967649222_849.png,0
64,432977717923_104.png,0
65,769934621273_665.png,1
66,731268103769_45.png,0
67,191188233735_18.png,1
68,681628403600_53.png,0
69,203648378218_21.png,1
70,700764525013_97.png,1
71,417942669480_393.png,0
72,391770830740_2328.png,1
73,296996730720_1973.png,0
74,989301179886_133.png,0
75,608362890899_2885.png,1
76,181445865271_1679.png,1
77,216348543115_23.png,0
78,731268103769_47.png,0
79,842029718092_124.png,0
80,526144458885_822.png,0
81,535925707647_1672.png,1
82,266651287467_51.png,1
83,192038485634_358.png,1
84,421782183057_36.png,1
85,980979740184_2776.png,0
86,192038485634_351.png,1
87,217470916442_1739.png,1
88,632183899940_3447.png,1
89,822920534021_136.png,1
90,244188263704_1869.png,0
91,895330138296_611.png,0
92,367372865532_1443.png,1
93,572780943183_1.png,0
94,268882488964_31.png,0
95,224232821293_927.png,1
96,296255762915_197.png,1
97,973143343630_1286.png,1
98,114648560554_1890.png,1
99,20231935_27.png,1
100,238397622807_31.png,1
101,207804182921_75.png,0
102,922649730766_1745.png,0
103,911622016693_2483.png,1
104,936111477501_1450.png,1
105,227485273481_222.png,1
106,506844731519_31.png,1
107,184021114566_42.png,0
108,244178787963_1484.png,1
109,389712748656_3312.png,1
110,141504964851_2064.png,1
111,20828991_156.png,1
112,863531088592_1987.png,1
113,978703721907_96.png,0
114,824549014219_2867.png,1
115,952808847239_174.png,1
116,553544565405_13.png,0
117,674192929830_9.png,1
118,238914291714_152.png,1
119,840899031174_772.png,0
120,119743082698_151.png,1
121,764489767837_205.png,1
122,143540761549_155.png,0
123,193986043939_2649.png,0
124,580603230479_1203.png,0
125,772464628825_100.png,1
126,230198735753_2793.png,0
127,542303957272_224.png,1
128,978703721907_97.png,0
129,762364345542_649.png,0
130,344187221533_334.png,0
131,557109937516_1.png,0
132,827815819578_40.png,0
133,668120264286_277.png,1
134,647941843547_14.png,1
135,491234786761_53.png,0
136,643145055832_2471.png,1
137,20893814_139.png,0
138,415342646631_1237.png,0
139,662256656405_957.png,1
140,341879820152_1334.png,0
141,863531088592_1983.png,0
142,350515010423_1709.png,0
143,879048693273_2865.png,1
144,301001229493_1283.png,0
145,20173997_49.png,1
146,292440917698_130.png,1
147,850683220727_1487.png,1
148,806441778992_10.png,1
149,421782183057_30.png,1
150,790333570729_1549.png,1
151,250933581187_1916.png,1
152,756193734104_2687.png,0
153,329860385253_2910.png,1
154,500196950894_96.png,0
155,169699058066_39.png,0
156,795591049648_267.png,0
157,572780943183_5.png,0
158,597447767582_122.png,0
159,276926469642_1827.png,1
160,652052303828_2908.png,0
161,795591049648_265.png,0
162,575714258591_70.png,0
163,722332376999_1187.png,0
164,447100595252_2089.png,1
165,830006002974_94.png,1
166,360288162685_1018.png,1
167,309028234302_2002.png,0
168,156730228020_2447.png,0
169,441479186242_8.png,0
170,191188233735_17.png,1
171,569342624383_167.png,1
172,804013020642_2199.png,0
173,647941843547_22.png,1
174,341879820152_1335.png,1
175,164538165078_1753.png,0
176,531928112209_1266.png,1
177,830006002974_100.png,0
178,144591231555_418.png,0
179,535466506327_131.png,0
180,786413222075_33.png,0
181,324635941511_17.png,1
182,313675177473_251.png,0
183,936883194737_42.png,0
184,433427026502_1874.png,0
185,244178787963_1475.png,0
186,702127501295_324.png,0
187,871528272684_93.png,0
188,756355607099_127.png,1
189,411679433818_2049.png,1
190,963601964408_692.png,1
191,837897497551_74.png,0
192,866555907562_127.png,0
193,344187221533_335.png,1
194,989301179886_132.png,1
195,20888686_105.png,0
196,598670540185_451.png,1
197,309397802062_1246.png,0
198,286294882001_1352.png,1
199,351145406253_93.png,0
200,129310496531_1628.png,0
201,266651287467_47.png,1
202,908101084595_279.png,0
203,647941843547_11.png,1
204,482469995080_438.png,1
205,311745615952_151.png,0
206,830006002974_92.png,0
207,617511544000_9.png,0
208,732693011003_427.png,1
209,581870205469_316.png,0
210,918436554868_49.png,1
211,20231935_32.png,0
212,980153621042_2499.png,1
213,854498104500_1064.png,1
214,581481452790_120.png,0
215,215645397812_2734.png,0
216,238397622807_32.png,1
217,330311999274_113.png,1
218,553544565405_229.png,0
219,309397802062_1248.png,1
220,940604480310_28.png,0
221,634091100218_1452.png,1
222,594143428478_289.png,1
223,324850484710_1933.png,0
224,221706668578_2608.png,1
225,840899031174_771.png,0
226,686140780341_2942.png,0
227,961071200808_3223.png,1
228,877754489250_71.png,0
229,518447889244_19.png,0
230,898866563085_759.png,1
231,898664434323_1502.png,1
232,548968293415_2.png,0
233,734926636965_1439.png,1
234,856138543579_653.png,0
235,599431527328_748.png,1
236,134725566968_234.png,0
237,941286169198_981.png,0
238,381063331361_292.png,1
239,756355607099_126.png,1
240,181445865271_1681.png,1
241,339935510253_4.png,1
242,608312735265_2356.png,0
243,325793007955_126.png,1
244,833464100971_1308.png,1
245,339646503062_1096.png,0
246,541648992826_856.png,1
247,253890261988_3425.png,1
248,208909374603_2157.png,1
249,0276764_14.png,0
250,840899031174_5.png,0
251,612071010178_45.png,0
252,731268103769_41.png,0
253,867195298851_126.png,1
254,570251628395_138.png,1
255,879735465785_1376.png,0
256,321613791338_2579.png,1
257,247789242980_2102.png,1
258,227305977443_2997.png,1
259,536175927161_100.png,1
260,799972986370_93.png,1
261,795286449183_2984.png,0
262,376833210607_34.png,1
263,135066140048_1041.png,0
264,918436554868_48.png,1
265,940604480310_26.png,0
266,156730228020_2448.png,0
267,570703933924_78.png,0
268,20888686_93.png,1
269,726715479643_2386.png,0
270,410781938578_2005.png,1
271,20231935_25.png,0
272,341945525892_2372.png,0
273,325793007955_135.png,1
274,569342624383_165.png,1
275,277097367851_1761.png,0
276,944532912472_341.png,1
277,699718011265_107.png,1
278,786413222075_29.png,1
279,603998649632_58.png,0
280,732693011003_426.png,1
281,769424588318_57.png,0
282,319131717377_2298.png,1
283,771755593977_91.png,1
284,150505388600_3042.png,0
285,473965308949_3094.png,0
286,325793007955_129.png,1
287,431624046811_1405.png,0
288,963601964408_693.png,1
289,946359335090_2690.png,0
290,497124911632_59.png,1
291,876372164601_116.png,1
292,703240347751_2196.png,1
293,482469995080_439.png,1
294,192038485634_366.png,1
295,764489767837_214.png,0
296,190265964103_2622.png,1
297,557120600555_3435.png,0
298,764489767837_206.png,0
299,840899031174_37.png,0
300,191188233735_237.png,1
301,681471053061_3194.png,0
302,813763499017_3341.png,0
303,567636695398_118.png,0
304,890792899153_1209.png,1
305,676520420957_3044.png,1
306,762136824222_36.png,0
307,220291766822_2936.png,0
308,321613791338_2460.png,1
309,898180345455_42.png,1
310,632176330243_28.png,0
311,581481452790_117.png,0
312,839815003379_3012.png,0
313,424579269065_2354.png,1
314,355342477162_1417.png,0
315,110139824912_1901.png,1
316,684967759363_40.png,0
317,973143343630_1289.png,1
318,333597054971_624.png,1
319,699258933158_1795.png,1
320,267413376830_3199.png,1
321,338104589906_1026.png,0
322,722658384845_171.png,0
323,277688914398_27.png,1
324,135066140048_1039.png,0
325,138404699949_452.png,1
326,714050116409_1141.png,1
327,20792677_3.png,0
328,830900328597_21.png,0
329,982081740037_41.png,1
330,664039527911_3323.png,0
331,941256842175_2276.png,0
332,261193544340_18.png,1
333,769934621273_671.png,0
334,650645930241_3390.png,1
335,191660144955_118.png,0
336,341699893375_948.png,1
337,634259143132_2705.png,1
338,941286169198_979.png,1
339,840899031174_1.png,0
340,341699893375_951.png,1
341,293155920880_2150.png,1
342,230827303909_552.png,1
343,640522012504_6.png,0
344,772464628825_107.png,1
345,192038485634_360.png,1
346,462067576773_25.png,0
347,954618460788_846.png,0
348,686140780341_2945.png,0
349,980979740184_3405.png,0
350,462773174622_1601.png,0
351,862601632735_1159.png,0
352,250218676911_245.png,0
353,928247865326_99.png,0
354,218892005299_91.png,0
355,598642801114_2109.png,0
356,843802609684_74.png,1
357,321620696770_3265.png,0
358,146120362309_2237.png,0
359,952808847239_177.png,1
360,632880317927_243.png,1
361,851076606084_112.png,0
362,940782747470_2736.png,0
363,171878542801_1671.png,0
364,396747729633_3444.png,1
365,372488616104_808.png,0
366,130424682833_2971.png,1
367,721681836521_1000.png,1
368,379555453762_61.png,1
369,681628403600_51.png,1
370,778790172204_6.png,0
371,799972986370_95.png,0
372,350515010423_1715.png,1
373,647941843547_20.png,1
374,130424682833_2972.png,1
375,412668267498_1127.png,1
376,706694617314_522.png,1
377,835410387742_181.png,0
378,428865883429_493.png,0
379,400276825286_2419.png,1
380,8716792_38.png,1
381,721681836521_1003.png,1
382,123613744267_23.png,1
383,993023278923_65.png,1
384,203770963556_78.png,0
385,660859665101_188.png,0
386,851417396256_3297.png,0
